transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T03969,29-11-2023,C163,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.1,914.184,584.4,329.784
T03959,16-12-2024,C018,M,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.05,3859.888,2337.6,1522.288
T03933,01-04-2024,C101,F,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T03839,06-04-2025,C111,M,Behavior Dairy,Groceries,Dairy,North,5,1015.76,584.4,0.05,4824.86,2922,1902.86
T03718,18-01-2025,C140,F,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.15,2590.188,1753.2,836.988
T03705,17-02-2024,C082,M,Behavior Dairy,Groceries,Dairy,North,1,1015.76,584.4,0.05,964.972,584.4,380.572
T03702,13-10-2024,C147,F,Behavior Dairy,Groceries,Dairy,North,5,1015.76,584.4,0.1,4570.92,2922,1648.92
T03674,21-05-2025,C039,F,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T03656,24-09-2024,C001,M,Behavior Dairy,Groceries,Dairy,South,1,1015.76,584.4,0,1015.76,584.4,431.36
T03624,26-05-2024,C104,M,Behavior Dairy,Groceries,Dairy,South,2,1015.76,584.4,0.05,1929.944,1168.8,761.144
T03615,01-10-2023,C165,M,Behavior Dairy,Groceries,Dairy,East,2,1015.76,584.4,0.1,1828.368,1168.8,659.568
T03417,14-02-2025,C108,M,Behavior Dairy,Groceries,Dairy,South,1,1015.76,584.4,0.1,914.184,584.4,329.784
T03412,17-06-2025,C028,F,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.05,2894.916,1753.2,1141.716
T03408,15-04-2025,C068,F,Behavior Dairy,Groceries,Dairy,West,5,1015.76,584.4,0,5078.8,2922,2156.8
T03401,09-07-2025,C011,M,Behavior Dairy,Groceries,Dairy,North,1,1015.76,584.4,0,1015.76,584.4,431.36
T03278,22-11-2023,C141,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T03267,29-07-2024,C060,M,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T03215,16-10-2024,C043,M,Behavior Dairy,Groceries,Dairy,West,4,1015.76,584.4,0,4063.04,2337.6,1725.44
T03188,22-04-2024,C111,M,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.05,2894.916,1753.2,1141.716
T03167,15-04-2024,C037,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T03121,23-02-2025,C183,M,Behavior Dairy,Groceries,Dairy,South,4,1015.76,584.4,0.1,3656.736,2337.6,1319.136
T03089,07-12-2023,C186,F,Behavior Dairy,Groceries,Dairy,West,2,1015.76,584.4,0.05,1929.944,1168.8,761.144
T02942,24-10-2023,C182,M,Behavior Dairy,Groceries,Dairy,East,5,1015.76,584.4,0.05,4824.86,2922,1902.86
T02937,19-04-2024,C186,F,Behavior Dairy,Groceries,Dairy,West,2,1015.76,584.4,0.1,1828.368,1168.8,659.568
T02839,21-12-2023,C161,M,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.15,2590.188,1753.2,836.988
T02811,18-02-2025,C190,M,Behavior Dairy,Groceries,Dairy,South,5,1015.76,584.4,0,5078.8,2922,2156.8
T02809,05-08-2025,C128,F,Behavior Dairy,Groceries,Dairy,West,1,1015.76,584.4,0,1015.76,584.4,431.36
T02808,29-01-2024,C083,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T02783,14-01-2024,C025,F,Behavior Dairy,Groceries,Dairy,North,5,1015.76,584.4,0.15,4316.98,2922,1394.98
T02770,07-05-2025,C069,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T02629,21-06-2024,C084,M,Behavior Dairy,Groceries,Dairy,East,5,1015.76,584.4,0.05,4824.86,2922,1902.86
T02545,13-12-2024,C078,M,Behavior Dairy,Groceries,Dairy,West,3,1015.76,584.4,0.15,2590.188,1753.2,836.988
T02521,15-09-2024,C115,M,Behavior Dairy,Groceries,Dairy,West,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T02454,17-04-2025,C114,F,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T02274,24-03-2025,C185,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0,1015.76,584.4,431.36
T02232,21-03-2025,C168,M,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T02056,10-12-2024,C090,M,Behavior Dairy,Groceries,Dairy,North,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T01942,04-06-2025,C154,M,Behavior Dairy,Groceries,Dairy,West,2,1015.76,584.4,0.1,1828.368,1168.8,659.568
T01870,24-07-2025,C032,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T01840,18-11-2023,C015,M,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0.15,2590.188,1753.2,836.988
T01824,23-02-2025,C102,F,Behavior Dairy,Groceries,Dairy,South,5,1015.76,584.4,0.15,4316.98,2922,1394.98
T01801,06-01-2025,C171,M,Behavior Dairy,Groceries,Dairy,North,4,1015.76,584.4,0,4063.04,2337.6,1725.44
T01784,12-10-2024,C151,M,Behavior Dairy,Groceries,Dairy,West,4,1015.76,584.4,0,4063.04,2337.6,1725.44
T01783,19-03-2024,C043,M,Behavior Dairy,Groceries,Dairy,North,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T01776,22-04-2025,C196,F,Behavior Dairy,Groceries,Dairy,North,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T01759,31-10-2023,C018,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.05,964.972,584.4,380.572
T01670,21-06-2024,C135,M,Behavior Dairy,Groceries,Dairy,North,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T01647,20-11-2023,C088,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T01620,30-03-2025,C093,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.05,964.972,584.4,380.572
T01611,04-12-2024,C127,F,Behavior Dairy,Groceries,Dairy,West,1,1015.76,584.4,0.1,914.184,584.4,329.784
T01541,11-10-2024,C131,M,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T01420,28-03-2024,C113,M,Behavior Dairy,Groceries,Dairy,West,4,1015.76,584.4,0,4063.04,2337.6,1725.44
T01416,03-03-2025,C065,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.1,3656.736,2337.6,1319.136
T01410,21-05-2025,C056,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.05,964.972,584.4,380.572
T01403,02-12-2023,C035,F,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T01390,14-04-2024,C070,M,Behavior Dairy,Groceries,Dairy,South,5,1015.76,584.4,0.15,4316.98,2922,1394.98
T01307,22-12-2024,C017,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0,4063.04,2337.6,1725.44
T01256,28-12-2024,C022,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T01251,03-02-2024,C119,M,Behavior Dairy,Groceries,Dairy,West,1,1015.76,584.4,0.15,863.396,584.4,278.996
T01182,10-07-2025,C081,F,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0,1015.76,584.4,431.36
T01179,12-01-2025,C086,F,Behavior Dairy,Groceries,Dairy,West,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T01127,27-06-2025,C104,M,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T01121,04-11-2023,C117,F,Behavior Dairy,Groceries,Dairy,West,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T01089,03-04-2024,C079,F,Behavior Dairy,Groceries,Dairy,West,5,1015.76,584.4,0.1,4570.92,2922,1648.92
T01022,08-03-2024,C075,M,Behavior Dairy,Groceries,Dairy,North,2,1015.76,584.4,0.15,1726.792,1168.8,557.992
T01016,07-07-2024,C006,M,Behavior Dairy,Groceries,Dairy,West,2,1015.76,584.4,0.05,1929.944,1168.8,761.144
T00985,04-07-2024,C186,F,Behavior Dairy,Groceries,Dairy,West,5,1015.76,584.4,0.05,4824.86,2922,1902.86
T00936,21-09-2024,C180,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.05,3859.888,2337.6,1522.288
T00931,09-04-2025,C064,F,Behavior Dairy,Groceries,Dairy,East,4,1015.76,584.4,0.15,3453.584,2337.6,1115.984
T00928,05-10-2023,C194,M,Behavior Dairy,Groceries,Dairy,North,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T00919,10-12-2024,C189,M,Behavior Dairy,Groceries,Dairy,West,4,1015.76,584.4,0.05,3859.888,2337.6,1522.288
T00827,25-02-2025,C055,M,Behavior Dairy,Groceries,Dairy,East,2,1015.76,584.4,0.05,1929.944,1168.8,761.144
T00783,09-07-2024,C138,F,Behavior Dairy,Groceries,Dairy,North,1,1015.76,584.4,0.05,964.972,584.4,380.572
T00730,01-10-2024,C085,M,Behavior Dairy,Groceries,Dairy,West,1,1015.76,584.4,0.05,964.972,584.4,380.572
T00610,05-04-2024,C097,M,Behavior Dairy,Groceries,Dairy,West,5,1015.76,584.4,0.15,4316.98,2922,1394.98
T00538,24-05-2025,C183,M,Behavior Dairy,Groceries,Dairy,East,1,1015.76,584.4,0.15,863.396,584.4,278.996
T00474,06-01-2024,C031,F,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T00430,03-03-2024,C093,M,Behavior Dairy,Groceries,Dairy,West,1,1015.76,584.4,0.05,964.972,584.4,380.572
T00373,14-05-2025,C158,M,Behavior Dairy,Groceries,Dairy,South,2,1015.76,584.4,0.05,1929.944,1168.8,761.144
T00362,17-06-2024,C144,F,Behavior Dairy,Groceries,Dairy,North,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T00334,01-09-2025,C063,M,Behavior Dairy,Groceries,Dairy,South,5,1015.76,584.4,0.05,4824.86,2922,1902.86
T00333,18-09-2024,C144,F,Behavior Dairy,Groceries,Dairy,West,2,1015.76,584.4,0,2031.52,1168.8,862.72
T00315,19-09-2023,C122,M,Behavior Dairy,Groceries,Dairy,South,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T00283,12-07-2024,C078,M,Behavior Dairy,Groceries,Dairy,East,2,1015.76,584.4,0.1,1828.368,1168.8,659.568
T00228,13-06-2024,C165,M,Behavior Dairy,Groceries,Dairy,North,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T00154,02-07-2025,C061,M,Behavior Dairy,Groceries,Dairy,East,3,1015.76,584.4,0,3047.28,1753.2,1294.08
T00051,25-09-2024,C091,M,Behavior Dairy,Groceries,Dairy,West,3,1015.76,584.4,0.1,2742.552,1753.2,989.352
T00017,24-12-2024,C041,F,Behavior Dairy,Groceries,Dairy,North,4,1015.76,584.4,0.1,3656.736,2337.6,1319.136
T04936,02-03-2024,C096,M,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0,1272.23,952.65,319.58
T04712,24-06-2024,C152,M,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0,5088.92,3810.6,1278.32
T04662,21-04-2025,C033,F,Hospital Smartphone,Electronics,Smartphone,West,3,1272.23,952.65,0,3816.69,2857.95,958.74
T04620,22-02-2024,C095,M,Hospital Smartphone,Electronics,Smartphone,North,4,1272.23,952.65,0,5088.92,3810.6,1278.32
T04566,15-10-2023,C175,M,Hospital Smartphone,Electronics,Smartphone,West,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T04479,20-11-2024,C064,F,Hospital Smartphone,Electronics,Smartphone,North,1,1272.23,952.65,0,1272.23,952.65,319.58
T04439,13-05-2025,C122,M,Hospital Smartphone,Electronics,Smartphone,South,4,1272.23,952.65,0.1,4580.028,3810.6,769.428
T04412,05-09-2025,C145,F,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.1,2290.014,1905.3,384.714
T04403,26-04-2025,C073,F,Hospital Smartphone,Electronics,Smartphone,North,4,1272.23,952.65,0,5088.92,3810.6,1278.32
T04368,02-09-2025,C055,M,Hospital Smartphone,Electronics,Smartphone,North,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T04360,20-11-2023,C192,M,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.05,3625.8555,2857.95,767.9055
T04285,15-08-2025,C197,M,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T04275,30-10-2024,C140,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T04240,08-09-2025,C143,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.15,5406.9775,4763.25,643.7275
T04223,23-12-2023,C184,M,Hospital Smartphone,Electronics,Smartphone,North,2,1272.23,952.65,0.05,2417.237,1905.3,511.937
T04176,09-09-2024,C161,M,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0,5088.92,3810.6,1278.32
T04126,31-05-2024,C123,F,Hospital Smartphone,Electronics,Smartphone,West,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T04122,24-03-2025,C033,F,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0.05,4834.474,3810.6,1023.874
T04060,18-07-2024,C037,F,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0,6361.15,4763.25,1597.9
T04041,21-01-2025,C127,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T03970,03-04-2024,C057,F,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T03962,01-02-2024,C185,F,Hospital Smartphone,Electronics,Smartphone,North,2,1272.23,952.65,0,2544.46,1905.3,639.16
T03853,31-07-2025,C076,M,Hospital Smartphone,Electronics,Smartphone,North,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T03848,07-11-2023,C162,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T03776,21-05-2025,C151,M,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0.15,4325.582,3810.6,514.982
T03773,24-04-2024,C072,F,Hospital Smartphone,Electronics,Smartphone,South,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T03767,07-09-2025,C162,M,Hospital Smartphone,Electronics,Smartphone,West,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T03754,19-07-2025,C096,M,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T03742,22-05-2024,C133,M,Hospital Smartphone,Electronics,Smartphone,South,2,1272.23,952.65,0.1,2290.014,1905.3,384.714
T03558,12-06-2024,C138,F,Hospital Smartphone,Electronics,Smartphone,North,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T03553,22-02-2024,C144,F,Hospital Smartphone,Electronics,Smartphone,South,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T03516,31-01-2025,C178,F,Hospital Smartphone,Electronics,Smartphone,North,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T03413,06-09-2025,C102,F,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0.1,4580.028,3810.6,769.428
T03374,21-05-2024,C005,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T03183,26-12-2023,C021,M,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T03182,23-01-2024,C191,F,Hospital Smartphone,Electronics,Smartphone,North,4,1272.23,952.65,0.1,4580.028,3810.6,769.428
T03155,25-01-2025,C096,M,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.15,3244.1865,2857.95,386.2365
T03054,03-10-2024,C163,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T03009,19-05-2025,C060,M,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T03001,12-06-2024,C070,M,Hospital Smartphone,Electronics,Smartphone,South,5,1272.23,952.65,0.15,5406.9775,4763.25,643.7275
T02963,19-05-2025,C157,M,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T02958,05-12-2024,C117,F,Hospital Smartphone,Electronics,Smartphone,West,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T02841,20-08-2025,C037,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0,3816.69,2857.95,958.74
T02791,19-07-2025,C084,M,Hospital Smartphone,Electronics,Smartphone,North,3,1272.23,952.65,0,3816.69,2857.95,958.74
T02737,02-02-2024,C196,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.15,3244.1865,2857.95,386.2365
T02637,08-04-2024,C039,F,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T02634,25-11-2023,C016,M,Hospital Smartphone,Electronics,Smartphone,South,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T02540,03-09-2025,C143,M,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T02413,18-04-2025,C180,F,Hospital Smartphone,Electronics,Smartphone,South,4,1272.23,952.65,0.05,4834.474,3810.6,1023.874
T02314,12-03-2024,C073,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T02303,09-01-2025,C105,M,Hospital Smartphone,Electronics,Smartphone,South,5,1272.23,952.65,0,6361.15,4763.25,1597.9
T02300,23-06-2025,C079,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T02285,29-04-2024,C186,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T02208,09-08-2025,C159,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T02060,05-07-2024,C038,M,Hospital Smartphone,Electronics,Smartphone,North,3,1272.23,952.65,0,3816.69,2857.95,958.74
T02037,23-03-2025,C094,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T01997,29-12-2023,C054,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T01907,01-05-2024,C192,M,Hospital Smartphone,Electronics,Smartphone,North,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T01884,12-03-2025,C163,F,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.15,3244.1865,2857.95,386.2365
T01763,27-10-2024,C156,M,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T01753,11-12-2024,C186,F,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0.1,4580.028,3810.6,769.428
T01713,04-10-2024,C157,M,Hospital Smartphone,Electronics,Smartphone,East,4,1272.23,952.65,0.05,4834.474,3810.6,1023.874
T01688,05-10-2023,C102,F,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.05,2417.237,1905.3,511.937
T01628,31-12-2024,C086,F,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0,2544.46,1905.3,639.16
T01625,07-01-2024,C017,F,Hospital Smartphone,Electronics,Smartphone,South,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T01610,14-01-2025,C024,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.05,3625.8555,2857.95,767.9055
T01576,01-11-2023,C137,M,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.15,3244.1865,2857.95,386.2365
T01542,19-05-2025,C006,M,Hospital Smartphone,Electronics,Smartphone,South,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T01520,11-12-2023,C177,F,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0,6361.15,4763.25,1597.9
T01496,30-07-2025,C124,F,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T01344,25-11-2023,C113,M,Hospital Smartphone,Electronics,Smartphone,South,2,1272.23,952.65,0.1,2290.014,1905.3,384.714
T01309,20-11-2024,C182,M,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.05,2417.237,1905.3,511.937
T01273,03-12-2023,C159,M,Hospital Smartphone,Electronics,Smartphone,West,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T01268,29-07-2025,C189,M,Hospital Smartphone,Electronics,Smartphone,East,2,1272.23,952.65,0.05,2417.237,1905.3,511.937
T01106,06-04-2024,C186,F,Hospital Smartphone,Electronics,Smartphone,South,4,1272.23,952.65,0.15,4325.582,3810.6,514.982
T01033,14-01-2025,C168,M,Hospital Smartphone,Electronics,Smartphone,East,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T00925,22-01-2025,C094,M,Hospital Smartphone,Electronics,Smartphone,North,3,1272.23,952.65,0.05,3625.8555,2857.95,767.9055
T00903,03-08-2024,C093,M,Hospital Smartphone,Electronics,Smartphone,West,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T00888,24-06-2024,C123,F,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.1,1145.007,952.65,192.357
T00804,29-06-2025,C158,M,Hospital Smartphone,Electronics,Smartphone,West,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T00803,28-09-2023,C050,M,Hospital Smartphone,Electronics,Smartphone,West,4,1272.23,952.65,0.15,4325.582,3810.6,514.982
T00793,05-12-2024,C192,M,Hospital Smartphone,Electronics,Smartphone,North,5,1272.23,952.65,0.1,5725.035,4763.25,961.785
T00711,05-06-2024,C186,F,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.05,3625.8555,2857.95,767.9055
T00679,18-02-2024,C121,M,Hospital Smartphone,Electronics,Smartphone,South,5,1272.23,952.65,0,6361.15,4763.25,1597.9
T00676,11-06-2024,C175,M,Hospital Smartphone,Electronics,Smartphone,West,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T00585,21-03-2024,C200,M,Hospital Smartphone,Electronics,Smartphone,West,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T00486,28-10-2024,C195,F,Hospital Smartphone,Electronics,Smartphone,North,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T00442,17-08-2024,C086,F,Hospital Smartphone,Electronics,Smartphone,North,5,1272.23,952.65,0.05,6043.0925,4763.25,1279.8425
T00438,29-05-2025,C124,F,Hospital Smartphone,Electronics,Smartphone,South,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T00299,21-11-2023,C084,M,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.05,3625.8555,2857.95,767.9055
T00202,04-01-2024,C121,M,Hospital Smartphone,Electronics,Smartphone,North,3,1272.23,952.65,0.1,3435.021,2857.95,577.071
T00193,13-01-2025,C006,M,Hospital Smartphone,Electronics,Smartphone,West,2,1272.23,952.65,0.15,2162.791,1905.3,257.491
T00173,02-09-2024,C169,M,Hospital Smartphone,Electronics,Smartphone,North,2,1272.23,952.65,0,2544.46,1905.3,639.16
T00139,31-12-2023,C157,M,Hospital Smartphone,Electronics,Smartphone,East,1,1272.23,952.65,0.15,1081.3955,952.65,128.7455
T00114,18-01-2025,C026,M,Hospital Smartphone,Electronics,Smartphone,South,4,1272.23,952.65,0.05,4834.474,3810.6,1023.874
T00062,03-05-2025,C046,M,Hospital Smartphone,Electronics,Smartphone,West,1,1272.23,952.65,0.05,1208.6185,952.65,255.9685
T00059,14-02-2025,C185,F,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0,3816.69,2857.95,958.74
T00046,27-11-2023,C188,M,Hospital Smartphone,Electronics,Smartphone,East,3,1272.23,952.65,0.15,3244.1865,2857.95,386.2365
T04954,04-01-2024,C055,M,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T04943,23-12-2023,C025,F,Deal Smartphone,Electronics,Smartphone,West,4,673.78,363.33,0,2695.12,1453.32,1241.8
T04941,10-01-2025,C152,M,Deal Smartphone,Electronics,Smartphone,West,3,673.78,363.33,0.15,1718.139,1089.99,628.149
T04823,17-03-2024,C010,M,Deal Smartphone,Electronics,Smartphone,North,4,673.78,363.33,0.15,2290.852,1453.32,837.532
T04761,10-02-2025,C047,F,Deal Smartphone,Electronics,Smartphone,East,4,673.78,363.33,0.15,2290.852,1453.32,837.532
T04743,19-05-2024,C186,F,Deal Smartphone,Electronics,Smartphone,West,2,673.78,363.33,0.1,1212.804,726.66,486.144
T04719,30-06-2024,C052,F,Deal Smartphone,Electronics,Smartphone,West,4,673.78,363.33,0,2695.12,1453.32,1241.8
T04668,10-12-2023,C004,M,Deal Smartphone,Electronics,Smartphone,North,2,673.78,363.33,0.1,1212.804,726.66,486.144
T04665,06-06-2024,C031,F,Deal Smartphone,Electronics,Smartphone,East,2,673.78,363.33,0.15,1145.426,726.66,418.766
T04654,05-07-2024,C043,M,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0,2021.34,1089.99,931.35
T04581,09-07-2025,C108,M,Deal Smartphone,Electronics,Smartphone,West,2,673.78,363.33,0.15,1145.426,726.66,418.766
T04460,16-05-2025,C112,F,Deal Smartphone,Electronics,Smartphone,West,1,673.78,363.33,0,673.78,363.33,310.45
T04431,15-12-2023,C086,F,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0,673.78,363.33,310.45
T04427,15-11-2024,C107,F,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.1,606.402,363.33,243.072
T04418,28-05-2024,C047,F,Deal Smartphone,Electronics,Smartphone,East,3,673.78,363.33,0,2021.34,1089.99,931.35
T04388,17-02-2025,C126,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.1,606.402,363.33,243.072
T04325,20-12-2023,C143,M,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.05,1920.273,1089.99,830.283
T04287,30-05-2025,C185,F,Deal Smartphone,Electronics,Smartphone,South,1,673.78,363.33,0.15,572.713,363.33,209.383
T04263,07-10-2023,C152,M,Deal Smartphone,Electronics,Smartphone,West,1,673.78,363.33,0.15,572.713,363.33,209.383
T04235,09-07-2025,C083,F,Deal Smartphone,Electronics,Smartphone,South,3,673.78,363.33,0.05,1920.273,1089.99,830.283
T04208,05-10-2024,C160,M,Deal Smartphone,Electronics,Smartphone,East,1,673.78,363.33,0.1,606.402,363.33,243.072
T04098,12-01-2025,C002,M,Deal Smartphone,Electronics,Smartphone,South,1,673.78,363.33,0.05,640.091,363.33,276.761
T04094,26-09-2023,C060,M,Deal Smartphone,Electronics,Smartphone,South,2,673.78,363.33,0,1347.56,726.66,620.9
